customer_id,Crisis,Pre-Crisis,Recovery,city,acquisition_channel,segment
CUST000282,0,0,1,Hyderabad,Referral,New
CUST000284,0,0,1,Ahmedabad,Organic,New
CUST000286,0,2,0,Mumbai,Organic,Lost
CUST000289,0,2,0,Bengaluru,Paid,Lost
CUST000291,0,2,0,Delhi,Organic,Lost
CUST000293,0,1,0,Delhi,Organic,Lost
CUST000295,0,0,1,Bengaluru,Paid,New
CUST000300,0,0,1,Chennai,Paid,New
CUST000302,0,1,0,Delhi,Paid,Lost
CUST000305,0,1,0,Delhi,Paid,Lost
CUST000307,1,0,0,Pune,Organic,Other
CUST000308,0,0,1,Pune,Organic,New
CUST000309,0,1,0,Ahmedabad,Organic,Lost
CUST000310,0,1,0,Bengaluru,Social,Lost
CUST000313,0,2,0,Hyderabad,Organic,Lost
CUST000314,0,0,1,Hyderabad,Referral,New
CUST000317,0,1,0,Ahmedabad,Organic,Lost
CUST000318,0,1,0,Chennai,Organic,Lost
CUST000319,0,1,0,Mumbai,Organic,Lost
CUST000320,0,1,0,Ahmedabad,Organic,Lost
CUST000324,0,1,0,Chennai,Organic,Lost
CUST000325,0,1,1,Chennai,Social,Recovered
CUST000326,0,1,0,Bengaluru,Organic,Lost
CUST000328,0,1,0,Delhi,Organic,Lost
CUST000329,0,1,0,Bengaluru,Organic,Lost
CUST000331,0,2,0,Mumbai,Organic,Lost
CUST000334,0,1,0,Mumbai,Organic,Lost
CUST000335,2,0,0,Ahmedabad,Organic,Other
CUST000337,0,1,0,Mumbai,Referral,Lost
CUST000338,0,1,1,Bengaluru,Paid,Recovered
CUST000339,0,2,0,Ahmedabad,Paid,Lost
CUST000345,0,1,0,Bengaluru,Referral,Lost
CUST000348,0,1,0,Hyderabad,Social,Lost
CUST000350,0,1,0,Hyderabad,Organic,Lost
CUST000351,1,0,0,Bengaluru,Paid,Other
CUST000353,0,2,0,Ahmedabad,Organic,Lost
CUST000354,0,1,0,Chennai,Organic,Lost
CUST000356,0,1,0,Bengaluru,Paid,Lost
CUST000357,0,0,1,Mumbai,Organic,New
CUST000361,0,1,0,Chennai,Organic,Lost
CUST000363,0,1,0,Bengaluru,Organic,Lost
CUST000364,0,1,0,Bengaluru,Organic,Lost
CUST000365,0,2,1,Delhi,Organic,Recovered
CUST000366,0,2,0,Bengaluru,Organic,Lost
CUST000371,0,2,0,Delhi,Organic,Lost
CUST000373,1,0,0,Bengaluru,Organic,Other
CUST000374,0,0,1,Hyderabad,Paid,New
CUST000376,0,0,1,Bengaluru,Social,New
CUST000377,0,1,0,Chennai,Social,Lost
CUST000386,0,1,1,Pune,Organic,Recovered
CUST000388,0,2,0,Ahmedabad,Referral,Lost
CUST000389,0,0,1,Chennai,Paid,New
CUST000391,0,1,0,Kolkata,Organic,Lost
CUST000394,0,2,0,Mumbai,Organic,Lost
CUST000395,0,2,0,Bengaluru,Organic,Lost
CUST000396,0,0,2,Pune,Paid,New
CUST000397,0,2,0,Pune,Referral,Lost
CUST000398,0,1,0,Kolkata,Organic,Lost
CUST000399,0,1,0,Delhi,Paid,Lost
CUST000400,0,1,0,Bengaluru,Referral,Lost
CUST000401,0,1,0,Mumbai,Organic,Lost
CUST000402,0,1,0,Bengaluru,Organic,Lost
CUST000404,0,1,0,Bengaluru,Social,Lost
CUST000407,0,2,0,Bengaluru,Paid,Lost
CUST000408,0,1,0,Pune,Organic,Lost
CUST000409,0,2,0,Chennai,Organic,Lost
CUST000413,0,1,0,Delhi,Referral,Lost
CUST000414,0,1,1,Ahmedabad,Paid,Recovered
CUST000418,0,2,2,Mumbai,Organic,Recovered
CUST000419,0,3,0,Bengaluru,Referral,Lost
CUST000420,0,1,0,Kolkata,Organic,Lost
CUST000421,1,1,0,Hyderabad,Referral,Lost
CUST000423,0,1,0,Mumbai,Organic,Lost
CUST000424,0,1,0,Ahmedabad,Organic,Lost
CUST000425,0,2,1,Bengaluru,Organic,Recovered
CUST000426,0,0,1,Mumbai,Paid,New
CUST000427,0,1,0,Mumbai,Paid,Lost
CUST000428,0,2,0,Bengaluru,Referral,Lost
CUST000430,0,1,0,Bengaluru,Referral,Lost
CUST000431,0,0,1,Mumbai,Paid,New
CUST000432,0,0,2,Bengaluru,Organic,New
CUST000433,0,1,0,Chennai,Social,Lost
CUST000434,0,1,0,Kolkata,Social,Lost
CUST000435,0,1,0,Bengaluru,Paid,Lost
CUST000437,0,0,1,Delhi,Paid,New
CUST000442,0,1,0,Bengaluru,Organic,Lost
CUST000443,0,2,0,Kolkata,Organic,Lost
CUST000445,0,1,0,Mumbai,Organic,Lost
CUST000448,0,1,0,Mumbai,Referral,Lost
CUST000451,0,1,0,Bengaluru,Social,Lost
CUST000452,0,3,0,Bengaluru,Organic,Lost
CUST000453,0,2,0,Bengaluru,Organic,Lost
CUST000454,0,1,0,Bengaluru,Social,Lost
CUST000455,0,1,0,Bengaluru,Paid,Lost
CUST000456,1,0,0,Chennai,Organic,Other
CUST000459,1,0,1,Bengaluru,Organic,New
CUST000461,0,1,1,Hyderabad,Paid,Recovered
CUST000462,0,1,0,Hyderabad,Referral,Lost
CUST000464,0,1,0,Delhi,Organic,Lost
CUST000465,0,2,0,Mumbai,Organic,Lost
CUST000466,0,1,0,Mumbai,Organic,Lost
CUST000468,1,1,0,Bengaluru,Paid,Lost
CUST000469,0,1,0,Mumbai,Organic,Lost
CUST000470,0,1,0,Ahmedabad,Paid,Lost
CUST000475,0,1,1,Delhi,Organic,Recovered
CUST000479,0,2,0,Ahmedabad,Paid,Lost
CUST000480,0,1,0,Pune,Paid,Lost
CUST000481,0,1,0,,,Lost
CUST000482,0,1,0,Hyderabad,Social,Lost
CUST000488,1,3,0,Bengaluru,Organic,Lost
CUST000490,0,0,1,Hyderabad,Paid,New
CUST000492,0,1,1,Mumbai,Referral,Recovered
CUST000495,0,1,0,Mumbai,Organic,Lost
CUST000499,0,1,0,Bengaluru,Organic,Lost
CUST000501,0,1,0,Bengaluru,Referral,Lost
CUST000502,0,2,0,Delhi,Paid,Lost
CUST000504,0,1,0,Bengaluru,Organic,Lost
CUST000505,0,1,0,Bengaluru,Organic,Lost
CUST000507,0,1,0,Pune,Referral,Lost
CUST000509,0,1,0,Mumbai,Organic,Lost
CUST000510,0,2,0,Bengaluru,Referral,Lost
CUST000511,0,0,1,Ahmedabad,Organic,New
CUST000515,1,0,0,Pune,Referral,Other
CUST000517,0,1,0,Delhi,Organic,Lost
CUST000519,0,1,0,Delhi,Organic,Lost
CUST000520,0,1,0,Bengaluru,Social,Lost
CUST000521,0,1,0,Hyderabad,Organic,Lost
CUST000522,0,2,0,Hyderabad,Organic,Lost
CUST000523,0,2,1,Mumbai,Organic,Recovered
CUST000524,0,1,0,Hyderabad,Referral,Lost
CUST000525,0,1,0,Bengaluru,Referral,Lost
CUST000526,0,1,0,Bengaluru,Paid,Lost
CUST000531,0,1,0,Mumbai,Organic,Lost
CUST000536,0,1,1,Bengaluru,Organic,Recovered
CUST000537,0,1,0,,,Lost
CUST000538,0,1,0,Mumbai,Organic,Lost
CUST000539,0,2,0,Bengaluru,Organic,Lost
CUST000540,0,1,0,Delhi,Organic,Lost
CUST000542,0,1,0,Chennai,Organic,Lost
CUST000545,0,2,0,Mumbai,Referral,Lost
CUST000546,0,0,1,Hyderabad,Social,New
CUST000547,0,2,0,Hyderabad,Organic,Lost
CUST000549,0,1,0,Mumbai,Social,Lost
CUST000550,0,1,0,,,Lost
CUST000556,0,0,1,,,New
CUST000558,0,1,0,Bengaluru,Organic,Lost
CUST000559,0,1,0,Hyderabad,Organic,Lost
CUST000561,0,1,0,Mumbai,Organic,Lost
CUST000563,0,1,0,Mumbai,Paid,Lost
CUST000564,0,1,0,Ahmedabad,Organic,Lost
CUST000565,0,1,0,Delhi,Organic,Lost
CUST000566,0,1,0,Hyderabad,Paid,Lost
CUST000567,0,1,0,Ahmedabad,Referral,Lost
CUST000568,0,0,1,Mumbai,Referral,New
CUST000569,0,0,1,Bengaluru,Paid,New
CUST000570,0,2,0,Chennai,Paid,Lost
CUST000572,1,0,0,Chennai,Organic,Other
CUST000574,0,1,0,Mumbai,Organic,Lost
CUST000575,0,1,0,Delhi,Organic,Lost
CUST000577,0,1,0,Bengaluru,Organic,Lost
CUST000578,0,1,0,Ahmedabad,Paid,Lost
CUST000579,0,1,0,Mumbai,Referral,Lost
CUST000581,1,1,0,Chennai,Organic,Lost
CUST000584,0,1,0,Bengaluru,Paid,Lost
CUST000585,0,1,0,Delhi,Organic,Lost
CUST000586,0,3,0,Delhi,Referral,Lost
CUST000587,0,1,1,Delhi,Organic,Recovered
CUST000588,0,0,1,Bengaluru,Paid,New
CUST000589,0,1,0,Bengaluru,Organic,Lost
CUST000590,0,1,0,Bengaluru,Organic,Lost
CUST000593,0,1,0,Hyderabad,Organic,Lost
CUST000596,0,1,0,Mumbai,Paid,Lost
CUST000598,0,1,1,Pune,Organic,Recovered
CUST000599,0,0,1,Chennai,Organic,New
CUST000600,0,1,0,Chennai,Referral,Lost
CUST000603,1,2,0,Bengaluru,Paid,Lost
CUST000604,0,1,0,Ahmedabad,Referral,Lost
CUST000606,0,2,0,Hyderabad,Organic,Lost
CUST000609,0,1,1,Mumbai,Paid,Recovered
CUST000610,0,1,0,Mumbai,Organic,Lost
CUST000611,0,2,0,Bengaluru,Organic,Lost
CUST000612,0,1,0,Delhi,Paid,Lost
CUST000613,0,1,0,Ahmedabad,Referral,Lost
CUST000614,1,0,0,,,Other
CUST000615,0,1,0,Bengaluru,Organic,Lost
CUST000616,0,0,1,,,New
CUST000620,0,1,1,Chennai,Organic,Recovered
CUST000622,0,1,0,Bengaluru,Organic,Lost
CUST000623,0,1,0,Bengaluru,Organic,Lost
CUST000624,1,0,0,Delhi,Paid,Other
CUST000626,0,1,0,Mumbai,Social,Lost
CUST000630,0,1,0,Bengaluru,Organic,Lost
CUST000631,1,1,0,Mumbai,Paid,Lost
CUST000637,0,1,0,Hyderabad,Organic,Lost
CUST000638,0,2,0,Bengaluru,Organic,Lost
CUST000639,0,1,0,,,Lost
CUST000641,0,2,0,Delhi,Referral,Lost
CUST000644,0,2,0,Kolkata,Organic,Lost
CUST000645,0,1,0,Bengaluru,Organic,Lost
CUST000648,0,2,1,Mumbai,Referral,Recovered
CUST000651,0,0,1,Hyderabad,Paid,New
CUST000652,1,1,0,Mumbai,Organic,Lost
CUST000655,0,2,0,Chennai,Organic,Lost
CUST000656,0,1,0,Ahmedabad,Paid,Lost
CUST000658,0,2,0,Mumbai,Organic,Lost
CUST000660,0,1,0,Bengaluru,Referral,Lost
CUST000665,0,1,0,Bengaluru,Referral,Lost
CUST000666,0,2,0,Ahmedabad,Organic,Lost
CUST000667,1,1,0,Pune,Organic,Lost
CUST000670,0,1,0,Kolkata,Organic,Lost
CUST000672,0,1,0,Pune,Paid,Lost
CUST000674,0,1,0,Delhi,Paid,Lost
CUST000675,0,1,0,Bengaluru,Organic,Lost
CUST000676,0,0,1,Bengaluru,Social,New
CUST000678,0,2,0,Delhi,Social,Lost
CUST000681,1,0,0,Bengaluru,Social,Other
CUST000682,0,1,0,Mumbai,Social,Lost
CUST000685,0,1,0,Mumbai,Referral,Lost
CUST000686,0,1,1,Bengaluru,Social,Recovered
CUST000687,0,0,1,Ahmedabad,Organic,New
CUST000692,0,0,2,Chennai,Organic,New
CUST000694,0,0,1,Bengaluru,Organic,New
CUST000695,0,1,0,Hyderabad,Referral,Lost
CUST000698,0,2,1,Pune,Organic,Recovered
CUST000699,0,1,0,Pune,Organic,Lost
CUST000700,0,0,1,Pune,Referral,New
CUST000703,0,1,0,Mumbai,Organic,Lost
CUST000704,0,2,0,Chennai,Organic,Lost
CUST000705,0,1,1,Bengaluru,Organic,Recovered
CUST000706,0,2,0,Mumbai,Social,Lost
CUST000710,0,1,0,Mumbai,Organic,Lost
CUST000712,0,1,0,Hyderabad,Organic,Lost
CUST000714,1,0,0,Kolkata,Organic,Other
CUST000715,0,1,0,Bengaluru,Referral,Lost
CUST000716,0,1,0,Mumbai,Organic,Lost
CUST000718,0,1,0,Bengaluru,Referral,Lost
CUST000719,0,1,0,Hyderabad,Organic,Lost
CUST000720,1,2,1,Delhi,Social,Recovered
CUST000722,1,0,0,Bengaluru,Social,Other
CUST000723,0,1,0,,,Lost
CUST000724,0,2,0,Pune,Organic,Lost
CUST000727,0,2,0,Mumbai,Social,Lost
CUST000729,0,2,0,Mumbai,Organic,Lost
CUST000733,0,1,0,Delhi,Organic,Lost
CUST000739,0,1,0,Pune,Organic,Lost
CUST000741,0,1,0,Chennai,Organic,Lost
CUST000742,0,1,0,Bengaluru,Organic,Lost
CUST000743,0,1,0,Ahmedabad,Organic,Lost
CUST000744,0,1,0,Kolkata,Social,Lost
CUST000745,0,2,0,Pune,Organic,Lost
CUST000747,1,1,0,Ahmedabad,Paid,Lost
CUST000748,0,2,0,Chennai,Organic,Lost
CUST000749,0,1,0,Chennai,Organic,Lost
CUST000750,1,1,0,Mumbai,Paid,Lost
CUST000752,0,0,1,Mumbai,Paid,New
CUST000753,0,1,0,Chennai,Referral,Lost
CUST000754,0,1,1,Chennai,Organic,Recovered
CUST000756,0,0,1,Delhi,Paid,New
CUST000757,0,0,2,Bengaluru,Organic,New
CUST000758,0,0,1,Pune,Paid,New
CUST000762,0,1,0,Ahmedabad,Social,Lost
CUST000763,0,1,0,Hyderabad,Organic,Lost
CUST000764,1,0,0,,,Other
CUST000765,0,0,1,Bengaluru,Referral,New
CUST000767,0,1,0,Mumbai,Organic,Lost
CUST000768,0,0,1,Ahmedabad,Paid,New
CUST000771,0,1,0,Bengaluru,Paid,Lost
CUST000772,0,1,0,Bengaluru,Referral,Lost
CUST000774,0,1,0,Delhi,Organic,Lost
CUST000777,0,1,0,Delhi,Referral,Lost
CUST000778,0,1,0,Hyderabad,Organic,Lost
CUST000780,0,1,0,Pune,Organic,Lost
CUST000781,0,0,1,Delhi,Organic,New
CUST000783,0,1,1,Kolkata,Organic,Recovered
CUST000788,0,2,0,Bengaluru,Referral,Lost
CUST000789,0,2,0,Kolkata,Organic,Lost
CUST000791,0,1,0,Hyderabad,Organic,Lost
CUST000792,0,1,0,Delhi,Referral,Lost
CUST000794,0,1,0,Chennai,Organic,Lost
CUST000795,0,3,0,Mumbai,Organic,Lost
CUST000797,0,2,0,Pune,Paid,Lost
CUST000799,1,1,0,Bengaluru,Organic,Lost
CUST000800,0,0,1,,,New
CUST000802,0,1,1,Ahmedabad,Referral,Recovered
CUST000804,0,0,1,Bengaluru,Organic,New
CUST000807,0,0,1,Bengaluru,Paid,New
CUST000808,0,0,2,Mumbai,Paid,New
CUST000809,0,1,0,Mumbai,Organic,Lost
CUST000812,0,1,0,Delhi,Paid,Lost
CUST000813,0,0,1,Bengaluru,Paid,New
CUST000814,1,1,0,Bengaluru,Organic,Lost
CUST000816,0,3,0,Hyderabad,Referral,Lost
CUST000817,0,1,0,Mumbai,Referral,Lost
CUST000820,0,1,0,Bengaluru,Social,Lost
CUST000822,0,0,1,Kolkata,Referral,New
CUST000826,0,2,1,Ahmedabad,Paid,Recovered
CUST000830,0,2,0,Mumbai,Organic,Lost
CUST000835,0,1,0,Bengaluru,Paid,Lost
CUST000837,0,1,0,Mumbai,Social,Lost
CUST000841,0,0,1,Hyderabad,Social,New
CUST000842,0,1,0,Bengaluru,Organic,Lost
CUST000844,0,1,0,Mumbai,Organic,Lost
CUST000847,0,1,0,Chennai,Organic,Lost
CUST000850,0,2,0,Mumbai,Organic,Lost
CUST000852,0,1,1,Pune,Organic,Recovered
CUST000856,0,1,0,Hyderabad,Organic,Lost
CUST000857,0,1,1,Kolkata,Social,Recovered
CUST000858,0,0,1,Chennai,Organic,New
CUST000862,0,1,0,Bengaluru,Organic,Lost
CUST000863,0,1,0,,,Lost
CUST000864,0,1,0,Bengaluru,Referral,Lost
CUST000865,0,1,0,Mumbai,Organic,Lost
CUST000866,0,1,1,Delhi,Organic,Recovered
CUST000867,0,3,0,Delhi,Organic,Lost
CUST000870,0,1,0,Delhi,Organic,Lost
CUST000871,0,1,0,Hyderabad,Social,Lost
CUST000872,0,1,0,Bengaluru,Paid,Lost
CUST000874,0,1,0,Mumbai,Paid,Lost
CUST000879,0,2,0,Hyderabad,Organic,Lost
CUST000880,0,1,1,Bengaluru,Paid,Recovered
CUST000881,0,0,1,Mumbai,Social,New
CUST000882,0,0,1,Bengaluru,Referral,New
CUST000884,0,2,0,Delhi,Referral,Lost
CUST000888,0,0,1,Bengaluru,Social,New
CUST000889,0,0,1,Bengaluru,Paid,New
CUST000890,0,0,1,,,New
CUST000892,0,2,0,Bengaluru,Social,Lost
CUST000893,0,1,1,Delhi,Social,Recovered
CUST000894,0,1,0,Hyderabad,Organic,Lost
CUST000895,0,1,0,,,Lost
CUST000897,0,1,0,Delhi,Social,Lost
CUST000901,0,2,0,Mumbai,Referral,Lost
CUST000905,0,2,0,Pune,Organic,Lost
CUST000906,0,3,0,Ahmedabad,Organic,Lost
CUST000907,0,1,0,Mumbai,Referral,Lost
CUST000908,0,1,0,Chennai,Referral,Lost
CUST000909,0,1,0,Kolkata,Organic,Lost
CUST000911,0,2,0,Bengaluru,Organic,Lost
CUST000912,0,2,0,Mumbai,Paid,Lost
CUST000914,0,0,1,Mumbai,Social,New
CUST000915,0,1,0,Ahmedabad,Referral,Lost
CUST000917,0,2,1,Bengaluru,Organic,Recovered
CUST000918,0,1,0,,,Lost
CUST000920,0,1,0,Pune,Organic,Lost
CUST000921,0,2,0,Ahmedabad,Referral,Lost
CUST000922,1,4,0,Mumbai,Organic,Lost
CUST000923,0,1,0,Pune,Organic,Lost
CUST000924,0,1,1,Chennai,Referral,Recovered
CUST000926,0,1,0,Delhi,Referral,Lost
CUST000927,0,2,0,Ahmedabad,Social,Lost
CUST000929,0,1,0,Ahmedabad,Social,Lost
CUST000930,0,3,1,Bengaluru,Social,Recovered
CUST000931,0,2,0,Bengaluru,Organic,Lost
CUST000935,0,2,0,Pune,Social,Lost
CUST000936,0,1,0,Chennai,Referral,Lost
CUST000937,0,1,0,Kolkata,Social,Lost
CUST000946,0,1,0,Bengaluru,Paid,Lost
CUST000949,0,1,0,Bengaluru,Organic,Lost
CUST000950,0,1,0,Mumbai,Organic,Lost
CUST000951,0,1,0,Ahmedabad,Organic,Lost
CUST000953,0,2,1,Kolkata,Referral,Recovered
CUST000954,0,1,0,Bengaluru,Paid,Lost
CUST000958,0,2,0,Delhi,Organic,Lost
CUST000960,0,0,1,Bengaluru,Paid,New
CUST000961,0,1,0,Bengaluru,Organic,Lost
CUST000962,0,1,0,Pune,Organic,Lost
CUST000963,0,1,0,Pune,Organic,Lost
CUST000964,0,1,0,Ahmedabad,Organic,Lost
CUST000967,0,1,0,Bengaluru,Referral,Lost
CUST000974,0,1,0,Chennai,Organic,Lost
CUST000975,0,1,0,Chennai,Paid,Lost
CUST000976,0,0,1,Bengaluru,Paid,New
CUST000980,0,1,1,Bengaluru,Organic,Recovered
CUST000982,1,0,0,Ahmedabad,Organic,Other
CUST000984,0,2,1,Bengaluru,Organic,Recovered
CUST000986,0,3,0,Hyderabad,Organic,Lost
CUST000990,0,1,0,Kolkata,Organic,Lost
CUST000991,0,2,0,Bengaluru,Referral,Lost
CUST000992,0,1,0,Mumbai,Organic,Lost
CUST000993,0,1,0,Hyderabad,Referral,Lost
CUST000994,0,1,0,Kolkata,Referral,Lost
CUST000998,0,1,0,Mumbai,Paid,Lost
CUST001000,0,1,0,Mumbai,Paid,Lost
CUST001005,0,1,1,Bengaluru,Organic,Recovered
CUST001006,0,1,0,Bengaluru,Organic,Lost
CUST001007,0,0,1,Chennai,Paid,New
CUST001008,0,0,2,Mumbai,Social,New
CUST001012,0,1,0,,,Lost
CUST001015,0,1,0,Hyderabad,Organic,Lost
CUST001016,0,1,0,Chennai,Social,Lost
CUST001017,0,1,0,Chennai,Organic,Lost
CUST001019,0,2,0,Mumbai,Paid,Lost
CUST001020,0,1,0,Ahmedabad,Social,Lost
CUST001021,0,1,0,Delhi,Referral,Lost
CUST001022,0,0,1,Kolkata,Paid,New
CUST001024,0,1,0,Pune,Organic,Lost
CUST001025,0,0,1,Pune,Social,New
CUST001026,0,1,0,Mumbai,Paid,Lost
CUST001029,0,2,0,Bengaluru,Organic,Lost
CUST001031,1,0,0,Delhi,Social,Other
CUST001033,0,0,1,Bengaluru,Paid,New
CUST001035,0,1,0,Mumbai,Paid,Lost
CUST001039,0,1,0,Pune,Paid,Lost
CUST001046,0,1,0,Delhi,Organic,Lost
CUST001047,1,1,0,Delhi,Organic,Lost
CUST001048,0,1,0,Kolkata,Organic,Lost
CUST001049,0,1,0,Bengaluru,Organic,Lost
CUST001051,0,2,0,Pune,Referral,Lost
CUST001058,0,2,0,Bengaluru,Referral,Lost
CUST001061,0,1,0,Kolkata,Organic,Lost
CUST001062,0,0,1,Bengaluru,Referral,New
CUST001063,0,1,0,Bengaluru,Organic,Lost
CUST001066,1,2,0,Mumbai,Organic,Lost
